amount,transaction_freq_24h,account_age_days,is_weekend,risk_score,is_fraud
371.14,3,973,0,0.0,0
512.43,1,148,1,0.3,0
559.78,3,971,0,0.0,0
52.75,4,467,1,0.3,0
712.77,5,233,0,0.0,0
137.08,2,1019,0,0.0,0
86.51,5,924,1,0.3,0
345.22,3,148,1,0.3,0
398.05,4,719,1,0.3,0
182.93,3,965,1,0.3,0
840.18,3,757,0,0.0,0
95.62,4,528,0,0.0,0
243.63,6,53,1,1.0,1
203.92,3,543,0,0.0,1
349.32,3,608,0,0.0,0
483.69,5,923,0,0.0,0
133.58,2,240,0,0.0,0
755.11,4,226,1,0.3,0
389.78,4,1015,0,0.0,0
55.18,4,917,1,0.3,0
51.62,2,615,0,0.0,0
361.5,1,488,0,0.0,0
293.42,3,676,1,0.3,0
330.02,1,167,1,0.3,0
355.88,6,267,1,0.3,0
458.58,3,593,0,0.0,0
944.1,1,461,0,0.0,0
120.48,4,195,1,0.3,0
113.37,6,580,1,0.3,0
122.64,5,715,0,0.0,0
488.58,2,889,1,0.3,0
1270.97,3,690,1,1.2,1
237.76,6,670,0,0.0,0
29.99,3,609,0,0.0,0
66.59,2,124,1,0.3,0
159.1,2,421,0,0.0,0
209.53,2,494,1,0.3,0
243.28,3,574,0,0.0,0
380.38,0,324,1,0.3,0
267.96,3,814,1,0.3,0
1045.16,4,590,0,0.9,1
186.15,3,335,0,0.0,0
154.51,4,514,0,0.0,0
590.79,3,777,0,0.0,0
78.8,4,25,1,1.0,1
540.38,4,374,0,0.0,0
405.51,8,228,1,0.8999999999999999,1
315.81,0,352,0,0.0,0
1791.59,5,723,1,1.2,1
196.44,2,234,1,0.3,0
2872.34,1,596,1,1.2,1
292.12,1,413,1,0.3,0
102.06,4,59,1,1.0,1
392.49,2,969,1,0.3,0
124.75,6,654,0,0.0,0
172.57,2,326,1,0.3,0
544.36,1,551,0,0.0,0
637.89,3,1080,1,0.3,0
196.45,3,165,0,0.0,0
982.39,6,932,1,0.3,0
1164.55,2,3,0,1.6,1
1539.0,0,946,1,1.2,1
621.41,2,367,0,0.0,0
1430.84,3,324,1,1.2,1
55.8,0,853,0,0.0,1
266.31,6,179,0,0.0,0
153.79,3,146,0,0.0,0
412.32,2,511,1,0.3,0
206.67,1,1034,1,0.3,0
309.96,2,363,0,0.0,0
2403.69,2,594,0,0.9,1
308.85,3,436,1,0.3,0
553.56,8,830,0,0.6,0
290.13,10,984,0,0.6,0
394.77,5,1069,1,0.3,0
368.19,3,295,0,0.0,0
573.01,6,288,0,0.0,0
1173.67,2,1012,1,1.2,1
1900.7,2,638,1,1.2,1
498.8,4,359,0,0.0,0
659.93,5,373,1,0.3,0
115.78,2,194,0,0.0,0
335.19,2,93,0,0.0,0
937.18,2,380,1,0.3,0
870.05,3,869,0,0.0,0
452.23,2,722,1,0.3,0
888.01,1,14,0,0.7,1
597.86,4,49,0,0.7,1
1215.48,2,951,1,1.2,1
488.8,1,869,1,0.3,0
256.44,4,870,1,0.3,0
512.05,2,943,1,0.3,0
19.53,1,699,0,0.0,0
536.72,4,370,0,0.0,0
9.53,2,647,0,0.0,0
65.31,3,703,1,0.3,0
574.99,2,926,1,0.3,0
590.0,2,582,1,0.3,0
114.45,2,61,1,0.3,0
179.56,2,681,1,0.3,0
1441.05,2,806,0,0.9,1
225.55,5,1035,1,0.3,0
3447.85,3,198,1,1.2,1
365.28,5,942,0,0.0,0
550.39,3,23,1,1.0,1
1843.57,3,800,1,1.2,1
417.22,3,342,0,0.0,0
134.32,1,129,0,0.0,0
327.95,5,358,1,0.3,0
353.18,3,604,0,0.0,0
93.49,2,211,1,0.3,0
283.37,3,603,0,0.0,0
174.23,2,778,0,0.0,0
922.37,4,959,1,0.3,0
378.87,6,612,1,0.3,0
275.83,2,658,0,0.0,0
329.11,3,1007,1,0.3,0
457.47,3,38,1,1.0,1
678.17,3,834,1,0.3,0
134.68,4,1070,0,0.0,0
129.15,2,904,1,0.3,0
1104.63,0,1010,0,0.9,1
242.32,3,988,1,0.3,0
88.74,4,645,1,0.3,0
570.43,3,883,1,0.3,0
581.7,5,399,1,0.3,0
79.19,3,130,0,0.0,0
460.39,7,93,1,0.8999999999999999,1
763.69,3,203,0,0.0,0
532.17,1,793,1,0.3,0
688.54,3,440,0,0.0,0
89.87,4,888,0,0.0,0
509.6,4,364,0,0.0,0
270.42,3,866,1,0.3,0
225.83,1,969,1,0.3,0
874.05,5,358,1,0.3,0
1606.57,5,574,1,1.2,1
2201.63,5,587,0,0.9,1
1362.93,1,959,0,0.9,1
327.95,1,411,0,0.0,0
520.77,2,424,1,0.3,0
787.93,1,849,1,0.3,0
413.13,1,992,1,0.3,0
417.11,1,32,1,1.0,1
834.09,7,79,0,0.6,0
344.92,2,1022,1,0.3,0
176.5,2,488,1,0.3,0
241.8,3,612,0,0.0,0
689.86,5,986,0,0.0,0
367.08,2,435,0,0.0,0
514.29,1,492,0,0.0,0
715.27,5,927,0,0.0,0
251.58,3,802,0,0.0,0
779.64,4,759,1,0.3,0
534.55,6,395,1,0.3,0
106.46,1,768,1,0.3,0
1548.26,2,908,1,1.2,1
221.81,1,999,1,0.3,0
69.93,1,691,1,0.3,0
128.71,3,954,1,0.3,0
131.83,3,889,1,0.3,0
385.58,2,801,1,0.3,0
278.31,2,587,1,0.3,0
261.32,1,476,0,0.0,0
680.13,6,698,0,0.0,0
514.12,4,969,1,0.3,0
502.02,6,579,0,0.0,0
551.37,4,766,1,0.3,0
677.71,1,621,0,0.0,0
44.46,3,710,1,0.3,0
254.21,4,754,0,0.0,0
41.36,3,57,0,0.7,1
379.42,5,133,1,0.3,0
364.29,3,43,1,1.0,1
1041.19,2,841,1,1.2,1
1200.17,2,980,1,1.2,1
448.25,4,389,1,0.3,0
221.9,1,83,0,0.0,0
594.52,1,14,1,1.0,1
215.87,4,487,0,0.0,0
365.47,3,705,1,0.3,0
981.15,2,365,1,0.3,0
209.52,4,672,1,0.3,0
819.15,5,168,0,0.0,0
720.53,5,795,1,0.3,0
140.86,2,362,1,0.3,0
969.21,2,1093,0,0.0,0
735.94,0,842,1,0.3,0
405.25,1,505,0,0.0,0
170.76,3,1036,0,0.0,0
154.99,4,1065,1,0.3,0
213.77,2,216,1,0.3,0
629.66,5,633,0,0.0,0
140.75,1,717,0,0.0,0
566.85,2,392,1,0.3,0
105.72,7,1094,0,0.6,0
298.42,4,742,1,0.3,0
408.39,5,834,0,0.0,0
4220.53,2,215,1,1.2,1
92.32,2,987,1,0.3,0
1594.95,1,1058,0,0.9,1
425.14,6,990,1,0.3,0
552.12,3,483,0,0.0,0
411.96,0,1023,0,0.0,0
570.96,5,12,1,1.0,1
313.85,3,223,1,0.3,0
1566.56,5,717,1,1.2,1
231.86,3,846,0,0.0,0
1135.49,3,132,0,0.9,1
192.14,1,321,0,0.0,0
344.58,3,98,1,0.3,0
125.29,2,114,1,0.3,0
576.87,1,26,1,1.0,1
1552.64,0,1085,0,0.9,1
338.74,7,966,0,0.6,0
300.58,2,666,1,0.3,0
120.06,3,37,0,0.7,1
290.99,1,799,0,0.0,0
74.42,5,588,1,0.3,0
146.89,2,850,1,0.3,0
459.15,2,536,1,0.3,1
1368.67,2,10,1,1.9000000000000001,1
6074.14,4,997,1,1.2,1
203.57,2,963,1,0.3,0
1537.46,4,997,1,1.2,1
467.0,2,724,0,0.0,0
314.61,3,1008,1,0.3,0
564.07,1,78,0,0.0,0
389.36,2,438,0,0.0,0
408.7,3,351,0,0.0,0
243.29,5,519,0,0.0,1
90.42,1,46,0,0.7,1
78.18,4,904,1,0.3,0
703.33,1,327,0,0.0,0
277.52,5,132,0,0.0,0
201.64,1,217,1,0.3,0
369.11,2,126,0,0.0,0
810.39,4,751,0,0.0,0
438.32,4,1009,1,0.3,0
189.91,4,92,1,0.3,0
1247.48,4,33,1,1.9000000000000001,1
1775.38,4,964,0,0.9,1
600.13,1,419,0,0.0,0
968.98,6,132,0,0.0,0
1267.17,7,214,0,1.5,1
1133.07,1,741,0,0.9,1
676.33,6,92,1,0.3,0
665.76,2,441,0,0.0,0
615.38,5,1066,0,0.0,0
122.15,6,472,0,0.0,0
737.53,4,182,0,0.0,0
94.33,1,831,1,0.3,0
165.34,1,473,1,0.3,0
1347.69,5,436,0,0.9,1
847.94,3,281,1,0.3,1
1619.68,2,824,0,0.9,1
278.92,2,538,0,0.0,0
115.62,3,530,1,0.3,0
287.77,4,839,1,0.3,0
405.3,3,398,1,0.3,0
396.06,1,722,0,0.0,0
1137.13,4,189,1,1.2,1
255.01,2,626,0,0.0,0
520.41,2,469,1,0.3,0
136.18,3,559,1,0.3,0
574.16,1,400,0,0.0,0
367.12,3,145,1,0.3,0
172.91,4,1008,0,0.0,0
289.1,6,441,1,0.3,0
304.42,5,818,0,0.0,0
279.34,2,991,0,0.0,0
2151.51,4,486,0,0.9,1
331.67,3,898,1,0.3,0
286.77,2,481,0,0.0,0
44.93,0,71,0,0.0,0
149.66,2,966,0,0.0,0
281.33,5,920,0,0.0,0
184.33,5,620,1,0.3,0
1457.23,3,906,1,1.2,1
310.33,3,733,0,0.0,0
1327.47,3,878,1,1.2,1
389.28,3,63,0,0.0,0
379.86,4,892,1,0.3,0
334.89,5,235,1,0.3,0
367.37,1,1076,0,0.0,0
2041.38,2,1058,0,0.9,1
35.98,3,61,1,0.3,0
49.45,1,713,1,0.3,0
212.6,1,420,0,0.0,0
371.34,2,279,1,0.3,0
729.74,4,1060,1,0.3,0
587.38,5,440,1,0.3,0
249.22,1,605,1,0.3,0
1013.97,3,343,1,0.3,0
1025.34,4,747,1,1.2,1
439.94,2,277,1,0.3,0
958.38,6,396,0,0.0,0
480.69,2,772,1,0.3,0
208.74,4,232,1,0.3,0
735.39,1,859,1,0.3,0
408.79,4,1071,0,0.0,0
366.47,2,771,0,0.0,0
1596.45,1,396,0,0.9,1
31.55,1,199,0,0.0,0
88.67,2,614,0,0.0,0
111.67,5,480,1,0.3,0
254.51,2,267,0,0.0,0
283.72,1,402,1,0.3,0
81.07,4,1058,1,0.3,0
136.65,2,185,0,0.0,0
154.74,2,283,0,0.0,0
4272.73,3,382,1,1.2,1
2217.92,4,1000,1,1.2,1
242.46,2,393,0,0.0,0
254.42,0,320,0,0.0,0
115.98,4,326,1,0.3,0
54.3,2,1036,1,0.3,0
325.61,5,388,1,0.3,0
134.93,5,402,0,0.0,0
336.21,2,399,0,0.0,0
73.88,3,955,0,0.0,0
170.82,4,778,0,0.0,0
424.63,4,657,1,0.3,0
527.84,2,234,1,0.3,0
555.6,5,125,0,0.0,1
97.72,4,97,0,0.0,0
860.29,3,324,0,0.0,0
164.41,1,866,1,0.3,0
689.14,5,833,1,0.3,0
362.11,3,856,0,0.0,0
92.41,5,731,0,0.0,0
266.77,2,565,1,0.3,0
527.39,2,390,1,0.3,0
675.57,3,796,1,0.3,0
317.86,4,214,0,0.0,0
1693.18,6,75,1,1.2,1
1002.34,1,907,1,0.3,0
283.14,1,520,1,0.3,0
774.88,2,681,0,0.0,0
2531.02,1,1047,0,0.9,1
2599.49,3,747,1,1.2,1
107.19,2,837,1,0.3,1
144.9,3,525,0,0.0,0
1615.67,3,349,0,0.9,0
127.01,3,384,1,0.3,1
97.52,5,986,1,0.3,0
225.07,5,419,0,0.0,0
557.14,5,1022,1,0.3,0
330.36,1,35,1,1.0,1
190.95,3,321,0,0.0,0
186.49,3,1033,0,0.0,0
179.51,1,635,1,0.3,0
151.88,2,402,0,0.0,0
3583.94,1,193,0,0.9,1
492.8,1,529,0,0.0,0
888.33,1,1048,1,0.3,0
224.42,3,391,0,0.0,0
303.88,3,528,1,0.3,0
179.29,6,389,0,0.0,0
25.81,2,942,0,0.0,0
92.26,2,751,1,0.3,1
59.86,0,675,0,0.0,0
38.58,3,734,0,0.0,0
110.74,4,451,1,0.3,0
1376.83,2,887,1,1.2,1
350.08,3,672,0,0.0,0
1330.29,1,79,0,0.9,1
552.01,6,409,1,0.3,0
800.43,4,957,1,0.3,0
148.66,3,279,0,0.0,0
618.03,5,1047,1,0.3,0
758.47,3,892,0,0.0,0
205.6,2,1083,0,0.0,0
640.42,5,873,0,0.0,0
644.69,1,141,1,0.3,0
211.25,1,209,1,0.3,0
119.08,2,533,0,0.0,0
112.0,4,393,1,0.3,0
399.05,4,1028,0,0.0,0
507.55,2,929,1,0.3,0
165.68,4,831,1,0.3,0
375.84,2,1030,0,0.0,0
647.5,3,66,1,0.3,0
679.11,3,768,0,0.0,0
1727.56,3,953,1,1.2,1
1312.34,6,1067,0,0.9,1
134.46,2,918,0,0.0,0
1970.75,0,886,0,0.9,1
215.21,2,854,1,0.3,0
1040.5,2,141,1,1.2,1
391.73,2,451,1,0.3,0
242.36,4,959,1,0.3,0
60.03,2,692,1,0.3,0
308.28,4,285,0,0.0,0
76.95,2,784,1,0.3,0
962.84,1,29,0,0.7,1
1668.0,2,434,0,0.9,1
164.96,3,826,0,0.0,0
495.0,3,858,0,0.0,0
177.18,2,558,0,0.0,0
195.21,3,299,1,0.3,0
794.0,5,544,1,0.3,0
352.15,3,201,1,0.3,0
2084.39,6,1025,1,1.2,1
225.96,2,940,0,0.0,0
994.18,3,790,1,0.3,0
403.43,5,372,1,0.3,0
811.08,2,157,0,0.0,1
234.02,1,63,1,0.3,0
348.29,2,420,0,0.0,0
326.06,5,911,0,0.0,0
158.62,1,405,1,0.3,0
709.58,3,875,0,0.0,0
701.23,2,194,0,0.0,0
662.58,3,878,1,0.3,0
1701.99,2,85,0,0.9,1
1559.2,4,373,1,1.2,1
251.55,5,165,0,0.0,0
531.47,4,660,0,0.0,0
196.17,9,206,0,0.6,0
374.63,2,16,0,0.7,1
200.91,2,353,1,0.3,0
1849.47,7,3,0,2.2,1
526.52,2,416,0,0.0,0
294.29,3,284,0,0.0,0
1207.37,2,1021,0,0.9,1
41.76,3,575,1,0.3,0
48.84,1,482,0,0.0,0
811.13,6,657,0,0.0,0
388.8,3,150,0,0.0,0
470.14,3,146,1,0.3,0
97.14,2,169,1,0.3,0
357.58,1,950,0,0.0,0
2713.77,1,816,1,1.2,1
834.46,5,1050,1,0.3,0
433.67,6,889,1,0.3,0
235.93,1,131,1,0.3,0
246.66,1,181,0,0.0,0
43.53,0,902,0,0.0,0
473.53,3,599,1,0.3,0
852.41,4,672,1,0.3,0
75.71,1,256,0,0.0,0
188.89,7,550,1,0.8999999999999999,1
115.02,2,987,1,0.3,0
139.38,4,536,1,0.3,0
386.09,5,753,0,0.0,0
45.52,2,821,0,0.0,0
676.45,2,1012,1,0.3,0
777.78,3,229,1,0.3,0
284.71,3,997,1,0.3,1
30.63,2,667,0,0.0,0
135.12,2,912,0,0.0,0
1255.75,3,286,0,0.9,1
22.75,5,130,0,0.0,0
258.54,3,94,1,0.3,0
112.46,6,420,0,0.0,0
818.24,2,605,1,0.3,0
186.32,2,316,0,0.0,0
548.14,3,294,0,0.0,0
644.22,3,893,1,0.3,0
2295.74,4,813,0,0.9,1
298.76,3,694,1,0.3,0
533.06,1,712,1,0.3,0
82.89,4,926,0,0.0,0
1203.51,2,246,1,1.2,1
171.07,3,1029,0,0.0,0
208.89,2,943,0,0.0,0
357.93,5,377,0,0.0,0
76.68,1,380,0,0.0,0
460.06,3,202,1,0.3,0
963.0,5,776,0,0.0,0
490.55,3,333,1,0.3,0
74.72,3,293,0,0.0,0
323.36,2,736,1,0.3,1
768.63,3,216,1,0.3,0
55.96,4,124,0,0.0,0
124.94,3,942,0,0.0,0
879.3,5,44,1,1.0,1
479.47,1,1006,1,0.3,0
552.56,2,748,0,0.0,0
2349.79,2,386,0,0.9,1
584.72,3,618,1,0.3,0
706.61,4,345,1,0.3,0
5504.55,2,448,0,0.9,1
295.53,3,769,0,0.0,0
164.8,2,995,0,0.0,0
561.37,1,249,1,0.3,0
567.69,5,584,1,0.3,0
216.13,1,946,1,0.3,0
130.35,2,16,1,1.0,1
3686.49,3,10,1,1.9000000000000001,1
507.47,3,673,0,0.0,0
175.97,7,156,0,0.6,0
914.63,3,1087,0,0.0,0
328.14,6,133,1,0.3,0
284.21,3,808,1,0.3,0
642.17,3,348,0,0.0,0
100.55,2,1011,0,0.0,0
520.72,2,948,0,0.0,0
2478.82,1,874,1,1.2,1
583.34,5,701,1,0.3,0
251.23,3,237,1,0.3,0
220.41,1,118,0,0.0,0
242.8,5,287,1,0.3,1
283.9,5,87,0,0.0,0
250.83,4,859,1,0.3,0
914.97,0,316,1,0.3,0
64.68,2,482,1,0.3,1
866.61,2,679,0,0.0,0
250.36,1,768,0,0.0,0
533.54,3,650,1,0.3,0
118.58,3,806,1,0.3,0
1381.9,2,125,1,1.2,1
1271.84,3,307,0,0.9,1
955.44,5,833,0,0.0,0
80.47,6,786,1,0.3,0
838.58,4,692,0,0.0,0
548.64,1,1029,1,0.3,0
73.5,1,1076,0,0.0,0
357.2,0,92,1,0.3,0
526.96,2,605,1,0.3,0
638.21,3,986,1,0.3,0
436.96,0,359,1,0.3,0
489.71,2,65,0,0.0,0
1597.5,2,131,0,0.9,1
1247.15,2,791,0,0.9,1
20.81,2,1006,1,0.3,0
266.44,2,774,0,0.0,0
310.42,1,42,1,1.0,1
63.46,2,452,1,0.3,0
402.13,4,382,1,0.3,0
1275.82,3,998,1,1.2,1
123.47,6,581,0,0.0,0
512.34,1,257,1,0.3,0
146.46,7,624,0,0.6,0
186.92,5,820,1,0.3,0
1603.56,5,638,0,0.9,1
212.73,4,457,1,0.3,0
581.03,4,785,1,0.3,0
56.34,3,333,0,0.0,0
2356.43,4,141,0,0.9,1
668.63,3,944,0,0.0,0
304.93,4,787,1,0.3,0
650.75,3,800,1,0.3,0
89.37,2,974,1,0.3,0
1194.06,4,781,0,0.9,1
264.7,4,34,0,0.7,1
298.42,2,923,0,0.0,0
223.84,2,40,1,1.0,1
204.78,2,758,0,0.0,0
733.08,2,1085,0,0.0,0
472.71,0,441,0,0.0,0
702.28,3,342,1,0.3,0
362.78,7,1016,0,0.6,0
611.42,5,498,0,0.0,0
240.74,4,1009,0,0.0,0
3402.67,1,340,1,1.2,1
76.3,6,202,1,0.3,0
1291.45,2,609,0,0.9,1
1437.26,3,408,1,1.2,1
156.09,3,779,1,0.3,0
3401.12,3,327,0,0.9,1
990.37,3,832,0,0.0,0
966.54,5,388,0,0.0,0
376.38,1,389,1,0.3,0
294.52,4,777,0,0.0,0
296.83,4,286,0,0.0,0
540.84,1,313,1,0.3,0
1485.89,3,599,0,0.9,1
438.74,3,363,0,0.0,0
147.1,7,421,1,0.8999999999999999,1
834.65,3,371,1,0.3,0
919.41,4,681,0,0.0,0
704.33,1,367,0,0.0,0
771.31,4,670,1,0.3,0
279.12,1,257,0,0.0,0
144.55,4,979,1,0.3,0
153.61,5,1041,1,0.3,0
71.32,4,5,0,0.7,1
463.84,6,115,0,0.0,0
336.68,6,112,0,0.0,0
235.71,2,200,1,0.3,0
19.05,2,861,1,0.3,0
105.14,8,271,1,0.8999999999999999,1
1122.63,2,639,1,1.2,1
188.29,6,276,1,0.3,0
524.88,4,69,1,0.3,0
91.09,0,92,0,0.0,0
1542.7,3,1032,1,1.2,1
316.89,8,611,0,0.6,1
489.13,2,712,1,0.3,0
3745.7,2,206,0,0.9,1
1667.41,3,532,1,1.2,1
269.35,2,720,0,0.0,0
202.22,4,853,0,0.0,0
264.29,0,719,1,0.3,0
609.41,10,653,1,0.8999999999999999,1
329.43,2,684,0,0.0,0
246.49,4,409,1,0.3,0
1587.26,5,765,1,1.2,1
326.48,3,325,1,0.3,0
3648.88,5,788,0,0.9,1
400.75,8,497,1,0.8999999999999999,1
2181.8,0,632,1,1.2,1
523.17,5,520,0,0.0,0
958.67,2,622,1,0.3,0
177.32,1,779,0,0.0,0
155.84,3,308,0,0.0,0
579.57,8,518,0,0.6,0
983.52,2,441,0,0.0,0
381.02,3,21,1,1.0,1
101.11,1,933,1,0.3,0
93.91,3,750,0,0.0,0
87.83,1,50,1,1.0,1
62.49,4,77,0,0.0,0
408.33,0,1014,0,0.0,0
1127.35,4,926,1,1.2,1
361.11,1,798,0,0.0,0
38.17,5,775,0,0.0,0
302.42,5,921,0,0.0,0
311.0,1,655,0,0.0,0
2976.74,1,7,0,1.6,1
85.24,3,497,0,0.0,0
247.62,4,363,0,0.0,0
2015.13,7,189,0,1.5,1
573.96,5,941,1,0.3,0
642.84,4,717,0,0.0,0
410.42,4,987,1,0.3,0
509.04,2,120,0,0.0,0
796.47,7,1068,0,0.6,0
162.89,3,662,0,0.0,0
880.64,5,622,0,0.0,0
92.72,3,201,0,0.0,0
508.24,3,683,1,0.3,0
437.61,5,653,1,0.3,0
197.61,4,768,0,0.0,0
357.77,6,166,0,0.0,0
196.38,7,696,0,0.6,0
125.32,2,104,0,0.0,0
256.97,3,78,0,0.0,0
121.34,2,516,1,0.3,0
505.42,3,130,1,0.3,0
115.87,4,777,0,0.0,0
745.88,1,528,0,0.0,0
112.29,4,261,0,0.0,0
207.74,2,299,0,0.0,0
195.97,4,545,1,0.3,1
1377.1,1,655,1,1.2,1
509.22,3,874,0,0.0,1
296.15,2,627,0,0.0,0
602.63,4,602,1,0.3,0
44.5,2,664,0,0.0,0
350.53,5,654,0,0.0,0
2697.55,2,382,1,1.2,1
417.77,9,241,1,0.8999999999999999,1
391.7,3,576,1,0.3,0
633.15,3,137,1,0.3,0
896.22,2,265,1,0.3,0
49.66,1,164,1,0.3,0
68.05,5,537,0,0.0,0
451.64,2,1065,0,0.0,0
179.06,3,958,0,0.0,0
1359.14,4,95,1,1.2,1
267.04,3,899,1,0.3,0
52.88,4,166,0,0.0,0
102.98,7,997,1,0.8999999999999999,1
23.4,3,226,1,0.3,0
289.59,2,138,1,0.3,0
303.14,1,863,1,0.3,0
239.4,0,912,1,0.3,0
1076.49,1,436,0,0.9,1
1213.31,4,598,0,0.9,1
308.65,3,866,0,0.0,0
43.29,1,934,1,0.3,0
678.49,3,459,1,0.3,0
637.75,2,859,0,0.0,0
498.69,4,870,0,0.0,0
976.59,2,868,0,0.0,0
114.18,8,980,1,0.8999999999999999,0
2728.04,2,915,1,1.2,1
140.21,2,490,0,0.0,0
774.18,5,345,1,0.3,0
67.71,1,1080,1,0.3,0
144.36,3,489,0,0.0,0
1667.29,1,1021,0,0.9,1
281.94,4,1091,0,0.0,0
847.68,2,17,1,1.0,1
463.84,2,155,0,0.0,1
329.52,6,618,0,0.0,0
1431.44,2,97,0,0.9,1
288.86,2,719,1,0.3,1
61.67,4,13,0,0.7,1
163.91,4,923,1,0.3,0
635.1,1,469,0,0.0,0
543.54,1,737,0,0.0,0
76.37,5,509,1,0.3,0
177.37,3,753,1,0.3,0
204.56,3,745,1,0.3,0
253.94,2,317,1,0.3,0
92.45,6,876,0,0.0,0
195.24,3,898,0,0.0,0
176.62,3,352,0,0.0,0
791.65,5,70,1,0.3,0
821.97,3,491,0,0.0,0
316.33,0,720,0,0.0,0
247.29,1,852,1,0.3,0
420.95,4,222,1,0.3,0
161.74,5,526,1,0.3,0
116.25,3,838,1,0.3,0
142.93,3,576,1,0.3,0
193.98,4,865,1,0.3,0
114.33,2,738,1,0.3,0
430.37,6,192,0,0.0,0
759.23,8,231,1,0.8999999999999999,1
74.85,0,869,0,0.0,0
375.3,2,770,0,0.0,0
293.73,2,917,1,0.3,0
514.96,5,322,1,0.3,0
361.28,1,59,0,0.7,1
85.54,4,260,0,0.0,0
103.56,7,471,1,0.8999999999999999,1
376.91,2,134,1,0.3,0
1023.89,1,211,1,1.2,1
39.98,1,159,1,0.3,0
517.14,4,139,1,0.3,0
1202.56,2,419,1,1.2,1
314.05,7,880,0,0.6,0
634.47,4,415,0,0.0,0
181.18,2,321,1,0.3,0
324.8,1,601,1,0.3,0
72.36,1,705,0,0.0,0
35.1,5,383,1,0.3,0
939.5,6,5,0,0.7,1
136.67,3,326,1,0.3,0
232.07,5,87,1,0.3,0
91.48,7,159,0,0.6,0
89.35,2,668,1,0.3,0
307.58,1,196,0,0.0,0
176.44,3,406,0,0.0,0
534.09,5,430,0,0.0,0
575.43,4,963,1,0.3,0
504.43,0,169,1,0.3,0
464.6,5,90,0,0.0,0
1772.87,6,586,0,0.9,1
125.84,6,683,0,0.0,0
346.42,2,550,1,0.3,0
1136.01,2,769,0,0.9,1
1296.11,3,945,1,1.2,1
88.31,2,669,0,0.0,0
267.8,1,589,1,0.3,0
1423.26,2,745,0,0.9,1
608.3,2,234,0,0.0,0
444.9,2,273,1,0.3,0
294.39,3,406,1,0.3,0
249.33,6,840,1,0.3,1
488.24,4,933,1,0.3,0
284.35,4,607,0,0.0,0
350.73,6,679,1,0.3,0
395.91,1,863,0,0.0,0
185.77,3,266,0,0.0,0
623.1,3,134,0,0.0,0
6746.84,1,817,1,1.2,1
61.9,2,139,0,0.0,0
506.03,3,173,1,0.3,0
171.13,3,433,1,0.3,0
651.96,3,860,1,0.3,0
383.42,1,427,1,0.3,0
784.02,5,130,0,0.0,0
1185.7,7,141,1,1.8,1
443.64,4,277,1,0.3,0
1135.28,6,89,0,0.9,1
35.1,3,359,0,0.0,0
1795.5,1,89,0,0.9,1
532.53,2,926,0,0.0,0
1075.38,2,58,1,1.9000000000000001,1
108.06,4,217,1,0.3,0
159.46,3,37,1,1.0,0
423.49,4,319,1,0.3,0
359.8,7,884,0,0.6,0
485.73,4,632,1,0.3,0
1082.58,2,1023,0,0.9,1
62.64,2,675,0,0.0,0
969.14,3,466,1,0.3,0
369.03,1,1049,1,0.3,0
298.51,3,205,0,0.0,0
84.05,1,124,1,0.3,0
605.25,4,360,1,0.3,0
32.74,6,1018,0,0.0,0
699.93,5,896,1,0.3,0
82.31,4,588,0,0.0,0
386.08,0,1017,0,0.0,0
324.87,1,708,1,0.3,0
1178.65,2,262,0,0.9,1
306.11,1,7,1,1.0,1
182.81,2,34,1,1.0,0
220.52,5,930,0,0.0,0
1306.97,2,338,0,0.9,1
625.71,3,462,1,0.3,0
248.88,1,422,0,0.0,0
288.92,2,97,1,0.3,0
76.36,5,4,0,0.7,1
539.72,4,796,1,0.3,0
62.98,1,746,0,0.0,0
776.18,2,247,0,0.0,0
416.22,7,137,1,0.8999999999999999,1
3981.99,4,565,0,0.9,1
121.81,1,90,0,0.0,0
330.27,3,318,1,0.3,0
2210.28,4,787,1,1.2,1
1204.69,3,190,0,0.9,1
182.43,2,844,1,0.3,0
457.85,2,968,0,0.0,0
366.71,5,202,0,0.0,0
485.19,2,729,0,0.0,0
181.98,3,841,1,0.3,0
334.71,2,569,0,0.0,0
74.03,1,326,0,0.0,0
418.93,1,1076,0,0.0,0
573.99,5,338,1,0.3,0
291.54,2,271,1,0.3,0
72.79,5,134,0,0.0,0
983.5,3,992,0,0.0,0
526.95,3,248,1,0.3,0
177.07,1,146,1,0.3,0
276.44,8,43,1,1.5999999999999999,1
81.61,2,319,1,0.3,0
131.26,5,736,1,0.3,0
213.74,7,748,0,0.6,0
1250.13,3,932,0,0.9,1
193.08,4,732,0,0.0,0
694.23,3,53,0,0.7,1
213.63,3,922,1,0.3,0
468.97,4,280,1,0.3,0
317.73,5,1047,1,0.3,0
876.24,1,379,1,0.3,0
214.39,7,19,0,1.2999999999999998,1
75.95,5,430,1,0.3,0
91.89,2,493,0,0.0,0
215.01,1,902,0,0.0,0
104.95,4,605,1,0.3,0
551.59,3,47,0,0.7,1
229.71,6,53,1,1.0,1
3933.13,5,672,1,1.2,1
64.38,3,92,1,0.3,0
448.64,4,583,0,0.0,0
118.47,1,982,1,0.3,0
223.45,4,918,1,0.3,0
421.58,3,691,0,0.0,0
35.77,3,335,0,0.0,0
463.78,2,564,1,0.3,0
2454.04,3,112,1,1.2,1
232.56,5,809,0,0.0,0
474.56,4,143,0,0.0,0
1019.95,1,57,1,1.0,1
310.64,3,690,0,0.0,0
